booking_id,passenger_id_hash,flight_id,booking_date,booking_year,booking_month,booking_month_name,status,is_confirmed,is_cancelled,is_pending,seat_number,passport_hash,emergency_contact_name_masked,emergency_contact_phone_hash
B1013,cef0e879f29d08edf4d347ea410c96d240548f74a599ba7f77bad47fb561d753,SJ001,2025-07-20 11:37:36.951,2025,7,July,CONFIRMED,True,False,False,26E,fab85083e9f77799da2810373757ab2bcaba789e60580d046078a73a50453c99,N***********e,b6c4064e4684e816cfaff0008f36c5e108198349c901410530bdd4931c08224d
B1014,493f03c091f1bb5b6181ee7ab114c66faeda7d62a9ca480f33d547d492e5b590,SJ172,2025-09-15 11:37:36.951,2025,9,September,PENDING,False,False,True,21E,ce79ecb116713ff5346d04d528e0b69c111ddb29f89f71c7489847f9def6277f,G**************y,251e65d2efa32d22d3867748f5f28c97e6be88ab027b3232a4d6f942c6290b94
B1015,4ff00403397e83e71b7bac58d46092c1f4c0558542749ae813ddab899eacdeb3,UK094,2025-10-21 11:37:36.951,2025,10,October,UNKNOWN,False,False,False,6F,e80647128945b84453cc832b9d012cca149f24816051350fa337a4774bb9f73b,G********i,d43ebccd9367d0baa391586bc5572112498423dba2447be7a56eaa4c8a2da7d8
B1016,fb80277747aac668145bc47a70b7ee1c7a652955c60fd434859603bc2bb0f212,UK027,2026-01-13 11:37:36.951,2026,1,January,CANCELLED,False,True,False,6A,45ac44b766f544618147856de9f9ccef98e3e4a1cba38f6935f57ff86e03e8ea,G***********r,74c11c6d3d1b85a49660b7dc27772c3b29279b344bb3b1cabd1c27c6c13c9ed1
B1017,2a70a1e3d06827e26ea66f3dd26bdf35011631c2ff7ec0f502e86ac82152fcd0,UK067,2026-04-04 11:37:36.951,2026,4,April,CONFIRMED,True,False,False,13B,f27605d14d86e057ee7d1bb667412de210b87865cc6b2b19d6cf9c9030fc6f52,H*************a,456646c8e244df780216fd166c2bc303ee014cbd11707016f1e1c980532cb5b3
B1018,b096a49f0236663227b9349e270cc5f2ad32d485d93865e0d4cb2488c769f768,6F196,2026-03-25 11:37:36.951,2026,3,March,CANCELLED,False,True,False,19B,f08afc002842ef6c16197f0905029ce91549bdec0d015e96e30190fc31969a97,C**********f,f793775bac707cf5926af1e591923d034c3a1d183ce057abc518514518db1385
B1019,051179b157321a62ad4c619eb42654918b3783c788cfba6aa7fd34b1c715c5f7,6F164,2025-07-31 11:37:36.951,2025,7,July,CANCELLED,False,True,False,19A,451e03d407510f4369ae3ce78672045ebc6e9a3a6fdee26b568e98bb183b3930,J****************n,24c48654ba065d4b7d9c7d4605ce56cb1c8581b376f696512be356a28b2ff190
B1020,bf52b129e3eaf405810ca84e9b5879fbe3dfd274912e85dd7d400b405aa7b6c2,SJ112,2025-12-06 11:37:36.951,2025,12,December,CONFIRMED,True,False,False,27B,548bb24f886551bdb139f2dd77f8d6f472d18d3fd99a207204fc30e6ad2c5a90,F**********n,d113ff53752d2c8a7f2c4103b26640611b36fa7efeb8f82c2da551e9e52db4b3
B1021,39d17754fbe940620f6b6afe39299cd09366b97c2b5a0806dcc0fc0318a63051,6F190,2025-12-07 11:37:36.951,2025,12,December,CANCELLED,False,True,False,4E,a81b91b550af858b5813b47037200dedd33d200c4448b11e296e408de35de8df,J**********a,c25923f01304698336c1029c40f058ca2510a7fb695e74b030792de2586f69ca
B1022,08cb2d3a1162156fae3f8de8547a4392bc4947f04eba00d88607c9bff433f76a,AI080,2026-03-25 11:37:36.951,2026,3,March,CONFIRMED,True,False,False,16F,d10b00994471367e9ef55092ad4fdad4c157e38636d7981e73d0271f0f4b9562,E*********h,fc601302cfc17a762f2ee5cbf371bfacb32b9b456a49c2e4d3ddadc80ca98c9a
B1023,7fb7ffdbd85a3ce3777e234c2a13df6ecd93b7417cd5370936f89514d8f28124,6F213,2026-02-03 11:37:36.951,2026,2,February,PENDING,False,False,True,24B,baf43ee0438d2412221049ea57b7cc8ae12e72fb43e4330b1dac75ca683c41b0,V*********n,11c3bb168b86f1edb0fca18918acee779048f3fa934e36dfecd3047d8c30d676
B1024,4cdb726a24e120816f3083c011a185a0d34c978247e769e24001a6b122005f24,AI115,2025-06-21 11:37:36.951,2025,6,June,PENDING,False,False,True,30F,93992d112475cbf9a55b714ec62eeec9e22502e58494767bc38df2389738e843,F********l,8d1fccc44b5869469c05beea3c51aac6466db30ab3bc931b5ee4fbf988042c25
B1025,a500ae03c00baf216d49ec56cceecd33fca80f959f3217c46b44c80a7b84762c,SJ049,2026-03-18 11:37:36.951,2026,3,March,PENDING,False,False,True,1B,1012f26ddc18bc3edf4a8ec464d0c27061f88c4b6af0e1a474b1b4b7e1a1798c,H**********i,2b800b21a217f496cac479b6905cf29458506a4346fc8c308b35db45f2621ff6
B1026,e60442d25bc5f693c6cfc0937063c635de3a5baf3a0221977d97fdfdb824e54b,AI058,2025-06-27 11:37:36.951,2025,6,June,CONFIRMED,True,False,False,32C,56b08f0dbe81e0fd17a2f4fcf51d07e3893bf17d4a3de4b43cf344fcd3932fae,A***********y,c674f316826ba5c51701c289f5de2212f7374aeea83a00c6cad53c1dff7a8df4
B1027,a4f6ec112797c51296942e96182279f4a30a0c4c2fae4901468b25a8a8ccac41,UK036,2025-07-25 11:37:36.951,2025,7,July,CONFIRMED,True,False,False,22A,5739e14cea5a14e268d82ad903d9cafa002c471187ff90bfaf9eb056abc7e070,J********a,f836f045b80695e8f6a1099f12a29a51cef9dd5745b9c4d7cc79c30e0ed136a3
B1028,f0316f28ef6214df53c678ecde337e63f431b074b6cbf48b8fc4df3a0b16bef7,SJ239,2025-05-25 11:37:36.951,2025,5,May,CANCELLED,False,True,False,26E,807a50e4d654f4cea485c6ebd7274f050195fed06f879b3f975a2ea1102d1213,K*********t,07e1fcd29e12d47243225b455bed39b4b4916530257945a3f048d3472223d6de
B1029,7f7a4a05ac7584dc445b403e3f3476be43426f7f0889117eb963af5f8bb1d4c5,6F025,2025-06-06 11:37:36.951,2025,6,June,CANCELLED,False,True,False,19C,47899709761c35e8690311381c256b2ace1142579dbfbabbd5611fe4847d60b4,S**********e,0f16d8890efa14258e41c546ede550641482df77771f43868d21fcb7830a0b4b
B1030,f6b417a876311203b71363b2de9b23777e0a1dae3d73d787849b48272abc719d,6F236,2026-03-18 11:37:36.951,2026,3,March,CANCELLED,False,True,False,21E,d307a6378262c7c97a0e60c8f2f05e982b98a6d02bf77945a704c32d11bcac24,E********g,095190e9f66276904c4c85b63154ed11089491b93a46b77b23ea7d7e5cbaca15
B1031,7f8a4f8fcffd556d60cdd9cb6d9881c5f0952f211e879052948e285011a4da4c,AI060,2025-11-16 11:37:36.951,2025,11,November,CANCELLED,False,True,False,1E,62954bcb007746dbaec8db12bda3bb7a0172e448d87fb8570bf3aea1f29eb383,Y*******e,540f6b6589e80304f12ed4f618a43d97740d8451fec75974a812a4fe19022f7c
B1032,7eaf1e6c1630f0c8a2856d98642aa558e04431b37f75a59a998747e5f9e8496c,UK021,2025-09-03 11:37:36.951,2025,9,September,CANCELLED,False,True,False,18E,718575c7b7ffd0a23741e5ffd212fb012588f8db1b7b54f2e002d3792df04927,T************n,9280a037b0dfaf6e17705d4f109ae231293596b9b3a386f59b924e8399ae23f2
B1033,afbd94f1848fd41087cc5acb8d09e72c4f5b0aad55a614d2754a32417907ca51,UK026,2025-05-06 11:37:36.951,2025,5,May,UNKNOWN,False,False,False,19A,a52d3cb89e597a683b8e4923f892a18b9cc227fa05208424f920f164b5149ef6,A***********a,478270e5dec4bceef0fe2c141fd6c2622894c1d01bfa40f5d502bd671be5c05b
B1034,f578969533b3f6b3dab72ec2fdc7d0592f61427e461cec167f4c481805ab303e,SJ179,2025-12-31 11:37:36.951,2025,12,December,CONFIRMED,True,False,False,22F,151e90282739e28aa3bcac20bd2620783b9466e601c1ebd3a504fdd82c37fab6,E*********a,9f955d30cf40b0ebbb0480b6d25d4dcec7071ed7765f3fce5ffe0cdf53c1d8c7
B1035,b53cd664d3caa7d3461db14d746ee0bac972b79bc4dafeabb23ab761cbc4dccb,6F251,2025-08-21 11:37:36.951,2025,8,August,PENDING,False,False,True,11D,b20f5000d5f6615e42319e1f83503e20184791399b293b54e72a70c98fe7cccb,V********y,79d4f28711a6594a2cfe76bfcb4bfc478a46b5a1cb220c7465187d7ca6ee4c20
B1036,b65304c929ac9ac90b919fca5846a082845092de07e4a41e87a5f1f26d69276c,SJ149,2025-11-24 11:37:36.951,2025,11,November,PENDING,False,False,True,5B,138ba87501deb785f7f1ca7bf1f15783178fc5b5d828e5f569b9aa7c8bf32d58,D*********n,51d1a45a449ce4bdfc785e452b252d4aa19f50d6e64255620614e84ca70061d6
B1037,9eabf0d062f2e17b6c93dfb21197af90d5f6f152aa5aa7f9fb548382ef5da74f,AI188,2026-03-20 11:37:36.951,2026,3,March,PENDING,False,False,True,33E,f583dd86ac1ab40cb5a19a1a3361bb223d0bfe35d9aef8f50d06436cb0051cf2,A***********i,cbae1e144792e34cbb7acc1d542b4dbece80eb7dbbb45a6a0c98a5f6b52cdea0
B1038,37b790ac45eacb4d66f50b7c5f6adfbbd850f1ef459633d46e1335583be1bff6,SJ093,2026-01-01 11:37:36.951,2026,1,January,PENDING,False,False,True,12D,2269d969b6195ed518ce51572ce2699f9ff19ba2195a691dc4ecb3eb6a2b62b7,S*************y,2412040336a1d312d5e0df69aaa633330a01a975eedc6a35b412082d799d1db9
B1039,d78d33086a6ac7092ce5210ee0bc93c09febeb9745177ccab0a40151aeb89c3b,SJ205,2025-08-21 11:37:36.951,2025,8,August,CONFIRMED,True,False,False,11E,f29a77a8a97066be9719ce5f8afac04532cb302ae465eeaa9e72ad183d193d22,S********a,7de5042fb8aff82cc4f1ddb2be1cc48b5abbadac97e776516f3dda61f3184dd2
B1040,9520ad3d7a70d319e14e25c5b52c6b6257fe2f5dd6bb98d388da154d09afb415,6F099,2025-08-08 11:37:36.951,2025,8,August,CONFIRMED,True,False,False,26B,bcd1bf6246a8cf6477aa216c1deb2f96288f371bb92207024ee28f4c3b5758e1,M*************r,c9c10b5c35efa1a0f776a0f5a970e0dc453ad1f9c307f4f39fa1e3e2aaea9fb3
B1041,ce0196be80de68aa6f4cff9ed81521ba378f6c2d294fc7981e9d8189d65e5b4c,UK176,2025-05-28 11:37:36.951,2025,5,May,CONFIRMED,True,False,False,25C,86e67dbe9d95297aa5cdd7d7430bac23c7c85f7b1094844241d74ea65dd7c047,L********a,0d8f741d88d25f35b1b5d7da0c79f3e3a54e7fb79f812dd202d12ba01eb96d4e
B1042,841d6ff4bf515c14ff1194d854071d819eefe7528f5a4bee5df999ccd6cb44e6,UK200,2025-12-02 11:37:36.951,2025,12,December,CANCELLED,False,True,False,24F,8e2d9b98b2af010a6674cd2be08b1dee592135a6d9f3e13e3d44518d1e531a12,L********y,dcb2152354c4fea1716ba68a7d844d3c776ef09f7d9d26a95cafc1c44a8a3d57
B1043,62b0b9ce01d516bf00b0225b65d7ddfab72fde5e2502e45ef408410c282ff651,6F195,2025-11-22 11:37:36.951,2025,11,November,CANCELLED,False,True,False,8E,af93a48a3274117cf67cda9e45fa3099ebf7c73e5d88b05f9e7bb825909489a8,A*********a,206f86394ed4e837690366a2c0973bda0e71d791f8f01671eeaa32a13d877e96
B1044,a5d7ccdbaa33ef6ad8ff6cdca600e6bb1ab3186089c6286d1695f87fd374721f,6F174,2026-04-12 11:37:36.951,2026,4,April,PENDING,False,False,True,16C,16e174d0fb53c3ef2600c14f80d1b1dbc2b2ea88a664ec0d44404c7f2489a05a,M***********k,f5913733cd74a2ff326654dbc2f44cf82da1b8a12d02deea2c09fd047b57df09
B1045,c24146553498b11133c73b471f128c4034fbbc101da3d55d16b786b97abc6fc3,SJ214,2026-03-19 11:37:36.951,2026,3,March,UNKNOWN,False,False,False,18C,fb7a1818d6acdfde779a7d20c0b6a295a36f4307df85ca80e7523565d13b1245,T***********i,da0ecaf2bfb003ac34c63cc10991509ff77e83bf1d4ce4ec19b65d6a4dd4d580
B1046,a1807f6186c536cb15f0948b636e884457174bd4c2692684959ad17b212b2efd,UK059,2025-10-14 11:37:36.951,2025,10,October,CONFIRMED,True,False,False,2C,ec8af10a02df2459541944cd23a5bc1c5aef5a9bc6b6bf4f0c9ebbcdbbecf36d,Y************k,694139f2ea271fe31d329dec785c6f4e64ca5c7a653aa384290fb470f6e8e3e7
B1047,1047b7c4faa338bb338b8d60b66d9ae0e7d14f1ec9f747437882f4f724a283ff,6F151,2025-12-29 11:37:36.951,2025,12,December,PENDING,False,False,True,7C,06fc223a46a46707a35e6a4569ecc688e8b1d80c03429bc85488c65cec015883,G*********a,c468968f3b7b74f589d7c2b434fd79845df9f2b716521713d3adb26d6a67c4a2
B1048,fef3551179d3071c36364f32685122bf5ea6d3a401fcc5707960d1986ef03b46,SJ236,2025-09-19 11:37:36.951,2025,9,September,PENDING,False,False,True,18C,8ca1865bfad8bc2ffa1453cd4ace62ef09e95e70ee7716c66e2aa2d21bdbb85c,I********a,442c69c41ebc8e95b42d81bb0323a5b72aa3f94b911f5aa207a2860c302c79ba
B1049,08cb2d3a1162156fae3f8de8547a4392bc4947f04eba00d88607c9bff433f76a,SJ153,2025-07-28 11:37:36.951,2025,7,July,UNKNOWN,False,False,False,3C,3da7675b6ee8e5571bc322267b654bd2caf1032cbce05858694bf247b3d08f2c,N************i,2c9a241a5ac9ab31d01fd62cdac263759b803a73d4f16678c392643bca55c229
B1050,256c5e44719e844bb763f553a8626e4a668b28e4f71e8f1944f4c2ff6d097c34,AI220,2026-01-15 11:37:36.951,2026,1,January,PENDING,False,False,True,7D,0d72266c43031d8075a9ca2122f0e9b2a82cdf0c31185daa56e2456ab262f4e9,D***********n,d64a437468b1fc9d16b8a22afe1f0cd3f7f474e6a234dff0802b3a1dcedf6a95
B1051,932990ec1a7797587578bdc8611fb94c98f194f57adeb99310c649a427a396c1,6F028,2025-07-05 11:37:36.951,2025,7,July,CANCELLED,False,True,False,16A,720bfb736136a3f49714ae69486aa3516a34fca8fa71c12b03b2a9c1a7c44c4c,L***********u,28050752d0d9af0948d1a663abdadb85a47a7ea3d577320231d0dd6b17e6783d
B1052,9c8b72e9309f1ca4a801e836ae3ee548e4fab5ba18437be41dbac15e14aa7c97,UK209,2025-12-30 11:37:36.951,2025,12,December,CANCELLED,False,True,False,33B,733cfebca1a82851626f27e20efa6e86b139c080846fc19239d822e20136f779,Z********e,2975f16114d626eecb8aeea76fab8ea6c5e0f7f938abfb85d364663f85a084cf
B1053,b6699f1f75b07aaa96b7f6f1ef1d6d58c2b00d2f311d23df9be2942ca0335ae7,UK216,2026-04-01 11:37:36.951,2026,4,April,PENDING,False,False,True,28B,399a80b00d6a0a5806b1cefc245c3b406657819c79017d6d7fad319c09211dab,I**********v,9a46bc40d2c7662c4df4d7c7fd7dc953de4a53685d00bfd9eda24d4d4206e428
B1054,115f110efe2c65297179f84ceb6a5154ba53e08f2d9b5659b5417adaea4e61eb,AI132,2026-04-11 11:37:36.951,2026,4,April,CANCELLED,False,True,False,19C,92064bfc79f8368f0179b8de82d8781456f621569b8d34f5014231604f2a3dc1,A*******k,f325b218a18009a9be222ff84089baafa4094ebd91112acf8ae88340b315d025
B1055,ab9f8c049da1799973249de41a2e0981bce29c28386eb04f7746466cb4b8c085,6F012,2025-10-14 11:37:36.951,2025,10,October,CANCELLED,False,True,False,13F,08dbe884a6f408988d6490a34f80a501df250aed0c238ee8e4d692b3b693d6ed,I*********n,07cfa4f6401295e4b7d809281c0b461e139346e3e16bf65b52b743f6ec64e7fb
B1056,3fd6c6a6cc99badcd994e57f26eb48e6a13687640d02d155eaed0cece624ed0e,UK173,2026-03-24 11:37:36.951,2026,3,March,CANCELLED,False,True,False,15B,f380fadf17567f8778a48f283ec28410a2d8ef3c35823b648832eb4df71bf780,R***********r,c4e1c41175281ad55165634c02b392a6d1feb161e83208b0901a3dd9fa0d88a1
B1057,0c2667ac3ad287d572e2898ace23dff926bf2ae1f6c450ede0c679b75f2572b9,SJ047,2025-08-20 11:37:36.951,2025,8,August,CANCELLED,False,True,False,14F,a40b7e364b4f13f0557857ca6cc75203dc689c4fa8af12869370a73f5ee484a1,S***************l,77f061e1a7b6f0bf18e7de29b606a89abec460579483f719333b7d26d76cc063
B1058,2e77403b154c0332d8319f95bb2066431dbfe4a497fedd7c54a96c2a45720147,SJ043,2025-12-07 11:37:36.951,2025,12,December,PENDING,False,False,True,8C,f93fc5b8f41c836b896bf9d7b20c5ffc6bbf0f35a4f18571c04f350279b06663,A********a,cf1ca2eed5235ecb908075e56f1987ff7b5483fece1599e733e7173f9bcd93c1
B1059,350e0f62c4ee94195e1183d75e282cfded48d109a4bbdd7d0142aa704d43a3c2,UK140,2026-01-03 11:37:36.951,2026,1,January,CONFIRMED,True,False,False,23B,932065e04863f4c659e279065df5b3b5fc99642c2f6f90291f1326916fa126a7,P*************i,4d55ace479fd0affcf7d069f127a895e63a7439c7802e47af893d299ef2298d3
B1060,65a2662c1c42b2211936fff433a5270c57aa2d66ebcaa8a672b3d6f51cf31cfe,6F086,2025-12-30 11:37:36.951,2025,12,December,CONFIRMED,True,False,False,11A,05f3d6b7a3517179f6b637c01087312a8eaae27562b862a9f26de0dd2bc6f683,H**********a,04400cb9e50e5d62a9e5ab9e8d3807eb0f9c469de97175cf365aa9d70305d9e3
B1061,eb2dfae377ce8e908f0e80b3afbdc98f2ed93b2f5a500c636a2d717fb642eb90,6F114,2026-04-05 11:37:36.951,2026,4,April,CANCELLED,False,True,False,19C,0296cf4c371c103a8f75c9777a19d515d8f20157481c61d628027c01bba7d41b,Y***********c,c4df1d4576d47062c7f8f7aad29aa1dc88704fd8ecaec30d39af47cc6dbc812f
B1062,b17edebc21cc08a65ee5e9d2351ba6516801c1d9148f4704db88bdc77da0c865,UK153,2025-06-12 11:37:36.951,2025,6,June,CANCELLED,False,True,False,15D,cdfa84a9b9646477d516d38ebc6afa6d79aa71c4737459149388ccd94f0feca8,M*************h,7808eadf73c96cb1f3c95997959c0b2ffdb8c94a6407603002b40ed20c871443
B1063,2b4f9a36a08983a014ca1b0c4623c8bd01849514b4efa8ec0bfb8c38c7d44e76,6F149,2025-05-19 11:37:36.951,2025,5,May,CANCELLED,False,True,False,9A,26fe229152e764c4f33a03c4ed954509e4866712a76e13c10746934acb1f2dcd,N***********a,0f95760413c2c155da9153caf2bac94ef57fc8b5150c5d77921de2d9cd339a8d
B1064,9fca29bf66969aa3fdb96b272c6b766185937f5a27ffffdc97de71a222add84d,UK145,2025-09-14 11:37:36.951,2025,9,September,CONFIRMED,True,False,False,24E,da6bd392194e07308054e475433f6af7458f9e3a631aaeb15a6abcb45deeb01d,A*******k,8baabf6b80bb8b48094034008ac1fa3f2761353f71b590f1a8ba26d0e9745947
B1065,8537c2efa30e935deb54fe09333c46fc8c4a8e94c6a0d5071c78a160d734748f,UK010,2026-03-06 11:37:36.951,2026,3,March,CANCELLED,False,True,False,7B,4b8e984326743f031008e8ac68017ce6cd5d936c14192a39ff48ec4a04d632fb,V*********l,84f809ff970ab3ba2f802295599e4e4a38eb2a5245823dab0f00c39a64dd2729
B1066,d97e64736317043581b903f37a496bddf921efd523efa3aa987e94c58f48e977,SJ003,2025-11-05 11:37:36.951,2025,11,November,PENDING,False,False,True,1B,3cb2c86e89a96e355b86d03374a383c704f3c626d6ee69c7516433df53760d87,I*********l,db4419841b8099d1d064578bc3ceffd669e90348efcb6a4b7ce35fccb1e9f307
B1067,f1e921ffaf861ea372dd545d469e4e291357c01134a401015942fe6a92883e31,SJ160,2025-07-23 11:37:36.951,2025,7,July,PENDING,False,False,True,7F,c25bf736040d96af978f325b73e2f2a38cd64416781667c401b9f6c4c1730ec7,D*************i,3ae8d3b40991e48f0b26ce6331cacbf846e0667707ffd98875eba35c71ae2f1e
B1068,b3b2bddc4a1da01906c583ec44330f267849113c6afe3d26e04eafb43be7bbba,UK224,2025-11-22 11:37:36.951,2025,11,November,PENDING,False,False,True,23A,4e6c0aada89e3523e1c4cd6c37eda829bbe01cb720cf505c725b4c686c471d84,D***********a,d4cd9824ff2b4ce47036679e01f6eb14c7e234a9fc88f73da208ca5905dd5773
B1069,2fa8ad9bc1180c9e7016de60dbd6a76bd214ce8b72b8ae6637e164c4dfeba8e0,UK152,2025-08-02 11:37:36.951,2025,8,August,CONFIRMED,True,False,False,16E,a62394e2c13ca2315ea394f03b587a3489bef477d9588ca0f4881b23ce4310c0,F**********a,43f1666e5582204a7707c284e0859ec48a77ea42fc6c92ed2fe2751f60a940e7
B1070,b6699f1f75b07aaa96b7f6f1ef1d6d58c2b00d2f311d23df9be2942ca0335ae7,SJ034,2025-09-22 11:37:36.951,2025,9,September,CANCELLED,False,True,False,15D,460fb46958bd358e33d19bf2d0781731e88c4d4ff6bee3674d4da035a45b49a4,V***********s,1240774df91b8783756d093b5b9afb4e327818ab4b069c8f3b7e2df9094ce2e1
B1071,61d0f276b7160f04f92ce7d852f04296612a23d85e104124985a1e3f1afb6a25,UK215,2025-12-21 11:37:36.951,2025,12,December,CANCELLED,False,True,False,15F,3908c87404af101bb95eb2af92c157053dca2b0c71fc115cb1f977dcd0b49320,J***********e,def1961aa251cc34b1c0f9c6765ffc42f91a19c8e39a1da5a9aa9fabfced2688
B1072,383b01dfc4b4451a547935fff6c78f551e330aa833ad796209db30958a18a15d,UK089,2025-08-10 11:37:36.951,2025,8,August,CANCELLED,False,True,False,18F,829a5131166353efc36e4b1f9d3ca72ba4d24379164ba1fa6757e3bd9c2eb1c2,V**************i,d45375539a128ad0b80718acc87f7151821ef86a16c8c9c2015d03ca246826a8
B1073,9585827735f88792e9359787c8c5048f41e5c39fad2e3f57fc925ebfe01459fc,6F180,2025-12-04 11:37:36.951,2025,12,December,CONFIRMED,True,False,False,16A,2f3fda6f401627a4f10cdc01f10605473c1bb1c281f501912116a2d72e2ac3bc,A********e,4771918163bf058d06722aeaffc03efc44d47f48e5a986e0581c8e591cf1e571
B1074,097d1730f877c5e910f5789d79ccbbb12c982460d0c24d0f57881d9f3578c3cd,6F188,2025-09-25 11:37:36.951,2025,9,September,CONFIRMED,True,False,False,7A,2b7e5c29878ccee9576d9888bbee5ee8f6fab614742d2f5c6c5bd8c80334f512,P***********r,210482a0ad766b4e637a726b43a55dd0ae89de8d8147443497fff247aec86934
B1075,68817845c7bde67edec29d198d21c1460e32dcbede85fd085f7ba7a632b75af2,UK131,2026-01-03 11:37:36.951,2026,1,January,CONFIRMED,True,False,False,2F,5a8625975fd85a292cbd06dbc38d7d26e047e4ae096b728163dd891967ba07b5,S******i,b951bcc29b975a54a1f561cd378e03dd3e497c8ef9a5012da88a3292ab8ef67b
B1076,63ac4a24e48cfe89f1218e7981373d1f1de2eac52e71435d035341619ce8ab8d,UK055,2025-05-04 11:37:36.951,2025,5,May,CONFIRMED,True,False,False,12B,dab6677257e0df4d2575951ff59115be6d0dfa8437c7c2100529a7df0904e3e8,M************h,e0c39e9e9ed7ddc4b559092588169e0be377f81d0b2c6b2043281c4a1ef6b141
